County,Case Count,Death Count,Hospitalized Count,fips
Adams,24,1,2,39001
Allen,328,41,72,39003
Ashland,62,1,10,39005
Ashtabula,437,44,79,39007
Athens,79,1,8,39009
Auglaize,107,4,14,39011
Belmont,555,22,43,39013
Brown,59,1,8,39015
Butler,1674,47,232,39017
Carroll,60,3,11,39019
Champaign,44,1,5,39021
Clark,780,9,65,39023
Clermont,431,7,57,39025
Clinton,68,0,13,39027
Columbiana,1309,60,156,39029
Coshocton,130,2,15,39031
Crawford,136,5,22,39033
Cuyahoga,8277,383,1635,39035
Darke,253,26,28,39037
Defiance,53,3,17,39039
Delaware,617,15,59,39041
Erie,250,22,46,39043
Fairfield,605,17,65,39045
Fayette,48,0,6,39047
Franklin,10879,439,1161,39049
Fulton,63,0,9,39051
Gallia,20,1,6,39053
Geauga,414,43,86,39055
Greene,287,9,33,39057
Guernsey,76,3,15,39059
Hamilton,6287,206,753,39061
Hancock,83,1,11,39063
Hardin,123,12,23,39065
Harrison,12,1,4,39067
Henry,32,0,5,39069
Highland,46,1,9,39071
Hocking,79,8,16,39073
Holmes,245,3,17,39075
Huron,228,2,24,39077
Jackson,26,0,3,39079
Jefferson,92,2,19,39081
Knox,53,1,10,39083
Lake,529,20,93,39085
Lawrence,74,0,8,39087
Licking,520,12,57,39089
Logan,65,1,6,39091
Lorain,1064,68,171,39093
Lucas,2836,303,636,39095
Madison,202,9,24,39097
Mahoning,1861,239,371,39099
Marion,2736,39,84,39101
Medina,543,32,77,39103
Meigs,12,0,0,39105
Mercer,290,9,49,39107
Miami,475,31,62,39109
Monroe,89,17,15,39111
Montgomery,2201,31,339,39113
Morgan,11,0,0,39115
Morrow,118,1,10,39117
Muskingum,89,1,15,39119
Noble,11,0,2,39121
Ottawa,160,24,32,39123
Paulding,26,0,6,39125
Perry,37,1,7,39127
Pickaway,2205,41,73,39129
Pike,24,0,6,39131
Portage,461,59,94,39133
Preble,80,1,13,39135
Putnam,132,15,19,39137
Richland,351,5,53,39139
Ross,132,3,26,39141
Sandusky,138,14,40,39143
Scioto,54,0,6,39145
Seneca,35,2,11,39147
Shelby,70,4,19,39149
Stark,1156,113,203,39151
Summit,2241,207,432,39153
Trumbull,997,74,233,39155
Tuscarawas,585,10,69,39157
Union,92,1,9,39159
Van Wert,42,0,3,39161
Vinton,22,2,6,39163
Warren,895,25,91,39165
Washington,140,20,15,39167
Wayne,365,52,47,39169
Williams,72,2,7,39171
Wood,452,51,71,39173
Wyandot,60,5,7,39175
