County,Case Count,Death Count,Hospitalized Count,fips
Adams,70,2,5,39001
Allen,875,46,137,39003
Ashland,161,3,21,39005
Ashtabula,588,46,93,39007
Athens,367,2,21,39009
Auglaize,291,8,31,39011
Belmont,638,26,47,39013
Brown,158,2,17,39015
Butler,3197,69,316,39017
Carroll,116,5,15,39019
Champaign,202,2,15,39021
Clark,1244,16,102,39023
Clermont,1034,11,95,39025
Clinton,185,6,33,39027
Columbiana,1721,62,186,39029
Coshocton,202,9,26,39031
Crawford,183,5,27,39033
Cuyahoga,14335,528,2267,39035
Darke,459,30,52,39037
Defiance,169,4,25,39039
Delaware,1412,19,85,39041
Erie,632,30,97,39043
Fairfield,1498,35,118,39045
Fayette,130,0,14,39047
Franklin,19553,537,1683,39049
Fulton,163,1,14,39051
Gallia,89,2,21,39053
Geauga,570,45,98,39055
Greene,799,13,82,39057
Guernsey,121,7,17,39059
Hamilton,10142,269,1008,39061
Hancock,428,3,39,39063
Hardin,187,12,34,39065
Harrison,26,1,5,39067
Henry,128,2,11,39069
Highland,171,2,22,39071
Hocking,125,9,23,39073
Holmes,335,6,32,39075
Huron,418,5,38,39077
Jackson,83,0,11,39079
Jefferson,250,3,49,39081
Knox,226,9,34,39083
Lake,1176,43,143,39085
Lawrence,344,4,32,39087
Licking,1419,55,114,39089
Logan,184,2,12,39091
Lorain,1915,77,200,39093
Lucas,5704,329,795,39095
Madison,592,10,36,39097
Mahoning,2681,260,429,39099
Marion,2964,45,102,39101
Medina,996,36,99,39103
Meigs,67,0,6,39105
Mercer,694,14,73,39107
Miami,911,39,94,39109
Monroe,96,18,15,39111
Montgomery,4693,105,662,39113
Morgan,33,0,0,39115
Morrow,190,2,17,39117
Muskingum,267,1,28,39119
Noble,19,0,2,39121
Ottawa,411,27,48,39123
Paulding,75,0,9,39125
Perry,179,3,16,39127
Pickaway,2418,42,96,39129
Pike,84,0,11,39131
Portage,789,65,120,39133
Preble,256,2,34,39135
Putnam,225,17,31,39137
Richland,644,12,86,39139
Ross,547,6,68,39141
Sandusky,442,17,68,39143
Scioto,269,1,26,39145
Seneca,250,4,24,39147
Shelby,242,4,28,39149
Stark,2008,143,275,39151
Summit,3788,228,557,39153
Trumbull,1629,112,310,39155
Tuscarawas,812,14,91,39157
Union,289,1,16,39159
Van Wert,74,2,6,39161
Vinton,32,2,7,39163
Warren,1946,40,162,39165
Washington,213,22,17,39167
Wayne,593,60,70,39169
Williams,141,3,9,39171
Wood,1146,58,113,39173
Wyandot,159,9,13,39175
