County,Case Count,Death Count,Hospitalized Count,fips
Adams,40,2,3,39001
Allen,512,41,93,39003
Ashland,110,4,13,39005
Ashtabula,503,44,84,39007
Athens,309,1,13,39009
Auglaize,157,5,16,39011
Belmont,578,26,44,39013
Brown,77,1,9,39015
Butler,2347,54,278,39017
Carroll,93,4,15,39019
Champaign,78,1,8,39021
Clark,976,11,77,39023
Clermont,705,9,71,39025
Clinton,123,4,19,39027
Columbiana,1486,60,165,39029
Coshocton,170,5,21,39031
Crawford,154,5,25,39033
Cuyahoga,11404,450,2005,39035
Darke,273,26,29,39037
Defiance,102,4,19,39039
Delaware,1024,17,70,39041
Erie,406,23,67,39043
Fairfield,1018,18,93,39045
Fayette,65,0,7,39047
Franklin,15301,487,1328,39049
Fulton,109,0,13,39051
Gallia,40,1,8,39053
Geauga,493,43,89,39055
Greene,526,11,53,39057
Guernsey,96,6,17,39059
Hamilton,8325,224,870,39061
Hancock,190,2,18,39063
Hardin,141,12,25,39065
Harrison,16,1,5,39067
Henry,86,0,7,39069
Highland,90,1,13,39071
Hocking,101,9,20,39073
Holmes,306,5,26,39075
Huron,320,3,30,39077
Jackson,52,0,6,39079
Jefferson,166,2,29,39081
Knox,112,2,15,39083
Lake,878,27,108,39085
Lawrence,170,0,14,39087
Licking,859,24,84,39089
Logan,98,1,8,39091
Lorain,1423,75,182,39093
Lucas,3927,311,714,39095
Madison,266,9,30,39097
Mahoning,2214,244,398,39099
Marion,2818,41,87,39101
Medina,733,32,85,39103
Meigs,23,0,1,39105
Mercer,414,11,53,39107
Miami,628,34,70,39109
Monroe,89,17,15,39111
Montgomery,3353,53,501,39113
Morgan,16,0,0,39115
Morrow,144,1,14,39117
Muskingum,138,1,18,39119
Noble,16,0,2,39121
Ottawa,302,24,36,39123
Paulding,46,0,8,39125
Perry,66,1,8,39127
Pickaway,2304,42,86,39129
Pike,44,0,8,39131
Portage,618,59,104,39133
Preble,115,2,22,39135
Putnam,169,16,22,39137
Richland,473,8,68,39139
Ross,238,5,36,39141
Sandusky,264,15,53,39143
Scioto,120,0,13,39145
Seneca,97,2,13,39147
Shelby,110,4,20,39149
Stark,1483,122,230,39151
Summit,2827,212,470,39153
Trumbull,1262,94,265,39155
Tuscarawas,713,11,81,39157
Union,168,1,13,39159
Van Wert,59,1,6,39161
Vinton,26,2,6,39163
Warren,1358,30,128,39165
Washington,177,21,16,39167
Wayne,432,57,57,39169
Williams,101,3,9,39171
Wood,696,55,86,39173
Wyandot,91,5,8,39175
