County,Case Count,Death Count,Hospitalized Count,fips
Adams,68,2,5,39001
Allen,842,46,135,39003
Ashland,159,3,21,39005
Ashtabula,582,46,93,39007
Athens,366,2,21,39009
Auglaize,288,8,31,39011
Belmont,629,26,47,39013
Brown,153,2,16,39015
Butler,3105,69,315,39017
Carroll,115,5,15,39019
Champaign,192,2,15,39021
Clark,1235,16,101,39023
Clermont,1000,11,92,39025
Clinton,180,6,33,39027
Columbiana,1704,61,186,39029
Coshocton,199,9,26,39031
Crawford,181,5,27,39033
Cuyahoga,14120,523,2255,39035
Darke,442,30,51,39037
Defiance,157,4,25,39039
Delaware,1392,19,83,39041
Erie,626,30,97,39043
Fairfield,1473,34,117,39045
Fayette,127,0,14,39047
Franklin,19287,533,1667,39049
Fulton,160,1,14,39051
Gallia,85,2,22,39053
Geauga,564,45,98,39055
Greene,765,12,80,39057
Guernsey,121,7,17,39059
Hamilton,10001,262,1004,39061
Hancock,415,3,39,39063
Hardin,183,12,33,39065
Harrison,26,1,5,39067
Henry,125,2,10,39069
Highland,171,2,22,39071
Hocking,123,9,23,39073
Holmes,332,6,32,39075
Huron,414,5,38,39077
Jackson,79,0,9,39079
Jefferson,240,3,46,39081
Knox,219,9,33,39083
Lake,1163,43,142,39085
Lawrence,334,0,31,39087
Licking,1390,53,114,39089
Logan,174,2,11,39091
Lorain,1884,77,198,39093
Lucas,5609,324,790,39095
Madison,587,10,37,39097
Mahoning,2665,259,429,39099
Marion,2956,45,102,39101
Medina,988,36,97,39103
Meigs,66,0,6,39105
Mercer,676,13,72,39107
Miami,893,39,93,39109
Monroe,96,18,15,39111
Montgomery,4619,101,651,39113
Morgan,32,0,0,39115
Morrow,188,2,17,39117
Muskingum,265,1,28,39119
Noble,19,0,2,39121
Ottawa,408,27,49,39123
Paulding,74,0,9,39125
Perry,169,3,16,39127
Pickaway,2411,42,96,39129
Pike,81,0,11,39131
Portage,782,64,119,39133
Preble,230,2,31,39135
Putnam,221,17,28,39137
Richland,635,12,84,39139
Ross,528,5,64,39141
Sandusky,421,17,65,39143
Scioto,265,1,25,39145
Seneca,245,4,22,39147
Shelby,234,4,28,39149
Stark,1947,142,269,39151
Summit,3749,225,557,39153
Trumbull,1598,112,309,39155
Tuscarawas,806,14,89,39157
Union,280,1,15,39159
Van Wert,73,2,6,39161
Vinton,32,2,7,39163
Warren,1914,40,161,39165
Washington,212,22,17,39167
Wayne,581,60,69,39169
Williams,139,3,9,39171
Wood,1115,58,112,39173
Wyandot,158,9,13,39175
