County,Case Count,Death Count,Hospitalized Count,fips
Adams,53,2,3,39001
Allen,635,42,104,39003
Ashland,127,3,18,39005
Ashtabula,537,45,87,39007
Athens,342,1,18,39009
Auglaize,208,5,20,39011
Belmont,589,26,44,39013
Brown,113,1,10,39015
Butler,2652,59,291,39017
Carroll,107,5,15,39019
Champaign,102,1,10,39021
Clark,1067,13,80,39023
Clermont,821,10,74,39025
Clinton,144,6,21,39027
Columbiana,1566,60,168,39029
Coshocton,185,6,25,39031
Crawford,164,5,27,39033
Cuyahoga,12518,475,2124,39035
Darke,313,27,33,39037
Defiance,129,4,21,39039
Delaware,1180,18,77,39041
Erie,507,27,81,39043
Fairfield,1228,22,105,39045
Fayette,91,0,9,39047
Franklin,16952,513,1438,39049
Fulton,138,1,13,39051
Gallia,58,1,11,39053
Geauga,522,43,93,39055
Greene,617,11,62,39057
Guernsey,110,6,17,39059
Hamilton,9048,246,923,39061
Hancock,309,2,28,39063
Hardin,150,12,27,39065
Harrison,19,1,5,39067
Henry,104,1,10,39069
Highland,121,1,18,39071
Hocking,106,9,21,39073
Holmes,319,6,29,39075
Huron,368,4,34,39077
Jackson,65,0,6,39079
Jefferson,203,3,34,39081
Knox,157,2,21,39083
Lake,1024,34,122,39085
Lawrence,211,0,17,39087
Licking,1094,41,96,39089
Logan,116,1,9,39091
Lorain,1596,76,188,39093
Lucas,4762,316,747,39095
Madison,322,10,32,39097
Mahoning,2383,253,411,39099
Marion,2867,44,96,39101
Medina,821,33,90,39103
Meigs,23,0,1,39105
Mercer,517,13,62,39107
Miami,762,36,75,39109
Monroe,89,18,15,39111
Montgomery,3970,75,578,39113
Morgan,18,0,0,39115
Morrow,158,2,15,39117
Muskingum,175,1,22,39119
Noble,16,0,2,39121
Ottawa,346,25,41,39123
Paulding,59,0,8,39125
Perry,102,2,12,39127
Pickaway,2348,42,87,39129
Pike,63,0,8,39131
Portage,708,60,111,39133
Preble,162,2,24,39135
Putnam,192,17,23,39137
Richland,531,10,73,39139
Ross,381,6,53,39141
Sandusky,319,17,58,39143
Scioto,180,1,20,39145
Seneca,147,3,15,39147
Shelby,153,4,21,39149
Stark,1661,132,241,39151
Summit,3212,217,501,39153
Trumbull,1408,102,287,39155
Tuscarawas,743,13,81,39157
Union,212,1,14,39159
Van Wert,66,1,6,39161
Vinton,30,2,7,39163
Warren,1579,35,139,39165
Washington,195,21,16,39167
Wayne,488,58,66,39169
Williams,120,3,9,39171
Wood,895,58,94,39173
Wyandot,119,5,9,39175
