County,Case Count,Death Count,Hospitalized Count,fips
Adams,35,2,3,39001
Allen,471,41,90,39003
Ashland,102,4,13,39005
Ashtabula,478,44,84,39007
Athens,274,1,10,39009
Auglaize,135,5,15,39011
Belmont,575,25,44,39013
Brown,68,1,9,39015
Butler,2143,51,263,39017
Carroll,86,4,14,39019
Champaign,69,1,7,39021
Clark,907,11,75,39023
Clermont,630,9,67,39025
Clinton,106,2,19,39027
Columbiana,1467,62,163,39029
Coshocton,165,4,21,39031
Crawford,152,5,25,39033
Cuyahoga,10713,424,1927,39035
Darke,266,26,29,39037
Defiance,77,3,17,39039
Delaware,940,15,64,39041
Erie,377,22,58,39043
Fairfield,916,18,82,39045
Fayette,61,0,7,39047
Franklin,14246,468,1286,39049
Fulton,91,0,12,39051
Gallia,30,1,6,39053
Geauga,466,43,88,39055
Greene,472,10,48,39057
Guernsey,89,6,15,39059
Hamilton,7923,219,847,39061
Hancock,133,2,12,39063
Hardin,137,12,24,39065
Harrison,16,1,4,39067
Henry,66,0,7,39069
Highland,74,1,10,39071
Hocking,94,9,20,39073
Holmes,297,5,26,39075
Huron,303,3,29,39077
Jackson,41,0,4,39079
Jefferson,159,2,28,39081
Knox,80,2,11,39083
Lake,812,24,102,39085
Lawrence,146,0,12,39087
Licking,733,15,76,39089
Logan,88,1,7,39091
Lorain,1344,73,178,39093
Lucas,3567,307,673,39095
Madison,253,9,29,39097
Mahoning,2119,243,389,39099
Marion,2780,39,86,39101
Medina,691,32,82,39103
Meigs,20,0,0,39105
Mercer,352,11,53,39107
Miami,576,31,65,39109
Monroe,89,17,15,39111
Montgomery,3018,46,449,39113
Morgan,14,0,0,39115
Morrow,136,1,10,39117
Muskingum,119,1,18,39119
Noble,16,0,2,39121
Ottawa,267,24,35,39123
Paulding,43,1,8,39125
Perry,62,1,7,39127
Pickaway,2275,42,85,39129
Pike,40,0,8,39131
Portage,574,59,103,39133
Preble,108,1,18,39135
Putnam,161,16,22,39137
Richland,441,8,62,39139
Ross,194,4,33,39141
Sandusky,230,15,48,39143
Scioto,104,0,13,39145
Seneca,69,2,13,39147
Shelby,84,4,19,39149
Stark,1379,120,221,39151
Summit,2638,211,459,39153
Trumbull,1171,84,251,39155
Tuscarawas,685,11,81,39157
Union,150,1,11,39159
Van Wert,56,1,5,39161
Vinton,25,2,6,39163
Warren,1256,28,111,39165
Washington,166,21,16,39167
Wayne,405,57,52,39169
Williams,94,3,7,39171
Wood,616,54,80,39173
Wyandot,72,5,7,39175
